,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
8044,Kew East,136 Kilby Rd,3,h,1402000.0,S,Nelson,22/04/2017,7.5,3102.0,3.0,2.0,2.0,422.0,120.0,1950.0,Boroondara,-37.7927,145.056,Southern Metropolitan,2671.0
8048,Kingsville,363 Geelong Rd,3,h,860000.0,SP,Village,29/04/2017,7.8,3012.0,3.0,1.0,3.0,555.0,168.0,1940.0,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808.0
8052,Maidstone,11 Eucalyptus Dr,3,t,680000.0,VB,Biggin,20/05/2017,9.2,3012.0,3.0,3.0,2.0,2787.0,,2012.0,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873.0
8056,Maidstone,15/15 Eucalyptus Dr,2,u,405000.0,SP,Pagan,22/04/2017,9.2,3012.0,2.0,2.0,1.0,2787.0,75.0,2013.0,Maribyrnong,-37.7794,144.872,Western Metropolitan,3873.0
8060,Malvern,14 Norfolk Pl,2,t,1000000.0,VB,Jellis,6/05/2017,7.4,3144.0,2.0,2.0,1.0,156.0,,,Stonnington,-37.8486,145.0321,Southern Metropolitan,4675.0
8064,Malvern East,32 Chadstone Rd,3,h,2250000.0,S,Fletchers,6/05/2017,11.2,3145.0,3.0,1.0,2.0,840.0,170.0,1950.0,Stonnington,-37.883,145.0791,Southern Metropolitan,8801.0
8068,Malvern East,1411 Dandenong Rd,4,h,1290000.0,S,Buxton,13/05/2017,11.2,3145.0,4.0,2.0,2.0,395.0,,,Stonnington,-37.8914,145.0842,Southern Metropolitan,8801.0
8072,Malvern East,2 Rotherwood Dr,4,h,1715157.0,S,Jellis,20/05/2017,11.2,3145.0,4.0,3.0,2.0,380.0,160.0,2008.0,Stonnington,-37.8792,145.0869,Southern Metropolitan,8801.0
8076,Maribyrnong,8 Parade Sq,2,t,431000.0,S,Raine,8/04/2017,8.7,3032.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.7722,144.8807,Western Metropolitan,4918.0
8080,Melbourne,601/616 Little Collins St,4,u,1850000.0,VB,hockingstuart,8/04/2017,2.8,3000.0,4.0,2.0,1.0,0.0,213.0,1938.0,Melbourne,-37.8177,144.9544,Northern Metropolitan,17496.0
8084,Melbourne,203/551 Flinders La,1,u,275000.0,VB,Whiting,22/04/2017,2.8,3000.0,1.0,1.0,0.0,0.0,52.0,2000.0,Melbourne,-37.8199,144.9558,Northern Metropolitan,17496.0
8088,Mont Albert,1 Howson Ct,4,h,2100000.0,VB,Harcourts,13/05/2017,11.8,3127.0,4.0,2.0,5.0,719.0,271.0,1950.0,Whitehorse,-37.812,145.1082,Eastern Metropolitan,2079.0
8092,Moonee Ponds,8/128 Park St,1,u,296000.0,PI,Village,6/05/2017,6.9,3039.0,1.0,1.0,1.0,0.0,,,Moonee Valley,-37.7605,144.9071,Western Metropolitan,6232.0
8096,Moonee Ponds,9 Corio St,3,h,1670000.0,S,Brad,8/04/2017,6.9,3039.0,3.0,2.0,2.0,803.0,166.0,1915.0,Moonee Valley,-37.7627,144.9047,Western Metropolitan,6232.0
8100,Moonee Ponds,109 Waverley St,4,h,1515000.0,S,Nelson,8/04/2017,6.9,3039.0,4.0,2.0,3.0,574.0,203.0,1910.0,Moonee Valley,-37.7644,144.9061,Western Metropolitan,6232.0
8104,Moonee Ponds,121 Vine St,2,h,1302500.0,S,Jellis,13/05/2017,6.9,3039.0,2.0,1.0,2.0,455.0,,,Moonee Valley,-37.7692,144.9353,Western Metropolitan,6232.0
8108,Moonee Ponds,503/341 Ascot Vale Rd,2,u,542000.0,SA,Hodges,29/04/2017,6.9,3039.0,2.0,2.0,1.0,0.0,82.0,2004.0,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232.0
8112,Murrumbeena,7 Merrimu St,4,h,1656000.0,S,Mandy,6/05/2017,12.1,3163.0,4.0,2.0,2.0,651.0,199.0,1940.0,Glen Eira,-37.8879,145.0768,Southern Metropolitan,4442.0
8116,Murrumbeena,4/12 Dalny Rd,2,u,490000.0,SP,Buxton,20/05/2017,12.1,3163.0,2.0,1.0,1.0,0.0,,,Glen Eira,-37.9025,145.066,Southern Metropolitan,4442.0
8120,Murrumbeena,1/211 Murrumbeena Rd,2,u,535000.0,PI,Fletchers,22/04/2017,12.1,3163.0,2.0,1.0,1.0,77.0,77.0,1970.0,Glen Eira,-37.8999,145.0643,Southern Metropolitan,4442.0
8124,Newport,74 Challis St,4,h,1560000.0,S,Village,6/05/2017,8.4,3015.0,4.0,2.0,3.0,480.0,235.0,1940.0,Hobsons Bay,-37.8439,144.8733,Western Metropolitan,5498.0
8128,Newport,298 Douglas Pde,3,h,1400000.0,SP,Raine,8/04/2017,8.4,3015.0,3.0,1.0,4.0,644.0,,,Hobsons Bay,-37.8457,144.8924,Western Metropolitan,5498.0
8132,Newport,195 Blackshaws Rd,3,h,975000.0,S,RT,13/05/2017,8.4,3015.0,3.0,2.0,2.0,333.0,192.0,2010.0,Hobsons Bay,-37.8334,144.8673,Western Metropolitan,5498.0
8136,Newport,33 Bunbury St,1,h,1700000.0,S,Jas,20/05/2017,8.4,3015.0,1.0,1.0,0.0,622.0,,,Hobsons Bay,-37.8497,144.8903,Western Metropolitan,5498.0
8140,Newport,74 Oxford St,4,h,1650000.0,S,Greg,22/04/2017,8.4,3015.0,4.0,1.0,4.0,837.0,173.0,1930.0,Hobsons Bay,-37.837,144.8772,Western Metropolitan,5498.0
8144,Newport,63 Hobson St,3,h,1075000.0,SP,Raine,29/04/2017,8.4,3015.0,3.0,1.0,0.0,452.0,146.0,1950.0,Hobsons Bay,-37.8402,144.8886,Western Metropolitan,5498.0
8148,Niddrie,13 Haldane Rd,3,h,935000.0,S,Purplebricks,6/05/2017,11.2,3042.0,3.0,1.0,2.0,657.0,,,Moonee Valley,-37.7356,144.8859,Western Metropolitan,2291.0
8152,Niddrie,59 Hoffmans Rd,3,h,944000.0,S,Barry,13/05/2017,11.2,3042.0,3.0,1.0,2.0,597.0,,,Moonee Valley,-37.7473,144.8905,Western Metropolitan,2291.0
8156,Niddrie,13 Hotham Rd,3,h,1450000.0,PI,Barry,29/04/2017,11.2,3042.0,3.0,1.0,1.0,650.0,,,Moonee Valley,-37.7368,144.8886,Western Metropolitan,2291.0
8160,Northcote,12/412 High St,2,u,680000.0,SP,McGrath,6/05/2017,5.5,3070.0,2.0,2.0,1.0,1106.0,70.0,2009.0,Darebin,-37.7679,144.9994,Northern Metropolitan,11364.0
8164,Northcote,23A Johnson St,2,h,995000.0,PI,Purplebricks,8/04/2017,5.5,3070.0,2.0,1.0,2.0,228.0,110.0,2004.0,Darebin,-37.7634,144.9985,Northern Metropolitan,11364.0
8168,Northcote,67 Charles St,2,h,1100000.0,SP,Jellis,20/05/2017,5.5,3070.0,2.0,1.0,1.0,189.0,,,Darebin,-37.7767,144.9924,Northern Metropolitan,11364.0
8172,Northcote,21 Mitchell St,4,h,2990000.0,S,McGrath,22/04/2017,5.5,3070.0,4.0,1.0,2.0,557.0,,,Darebin,-37.7721,145.0004,Northern Metropolitan,11364.0
8176,Northcote,99 Kellett St,3,h,1235000.0,S,Ray,29/04/2017,5.5,3070.0,3.0,1.0,1.0,534.0,127.0,1960.0,Darebin,-37.7677,145.0142,Northern Metropolitan,11364.0
8180,Oak Park,126A Winifred St,3,h,755000.0,SP,Eview,8/04/2017,11.5,3046.0,3.0,2.0,1.0,341.0,170.0,2003.0,Moreland,-37.7166,144.9104,Northern Metropolitan,2651.0
8184,Oak Park,11 Xavier St,5,h,1306000.0,S,Eview,20/05/2017,11.5,3046.0,5.0,3.0,3.0,700.0,,,Moreland,-37.7206,144.9194,Northern Metropolitan,2651.0
8188,Oakleigh,12 Watsonia St,4,h,1615000.0,S,Woodards,8/04/2017,14.0,3166.0,4.0,2.0,2.0,537.0,199.0,1920.0,Monash,-37.91,145.096,Southern Metropolitan,3224.0
8192,Oakleigh,4 Mead Ct,2,h,676000.0,S,Ray,20/05/2017,14.0,3166.0,2.0,1.0,2.0,257.0,,,Monash,-37.9067,145.0921,Southern Metropolitan,3224.0
8196,Ormond,265 Tucker Rd,3,h,1300000.0,S,Buxton,6/05/2017,11.8,3204.0,3.0,2.0,2.0,670.0,,1927.0,Glen Eira,-37.9067,145.053,Southern Metropolitan,3578.0
8200,Ormond,688 North Rd,4,h,1486000.0,S,Buxton,13/05/2017,11.8,3204.0,4.0,2.0,1.0,618.0,,,Glen Eira,-37.9051,145.0473,Southern Metropolitan,3578.0
8204,Parkville,21 Morrah St,4,h,3970000.0,S,Collins,13/05/2017,2.6,3052.0,4.0,3.0,1.0,289.0,,,Melbourne,-37.7959,144.9569,Northern Metropolitan,2309.0
8208,Pascoe Vale,2 Ann St,2,h,999000.0,S,Nelson,8/04/2017,9.9,3044.0,2.0,1.0,1.0,587.0,95.0,1920.0,Moreland,-37.7306,144.9357,Northern Metropolitan,7485.0
8212,Pascoe Vale,9 Bawden Ct,4,h,770000.0,S,Nelson,13/05/2017,9.9,3044.0,4.0,1.0,2.0,596.0,130.0,1960.0,Moreland,-37.7195,144.9456,Northern Metropolitan,7485.0
8216,Pascoe Vale,5 Sims St,3,h,708000.0,S,hockingstuart,13/05/2017,9.9,3044.0,3.0,1.0,2.0,321.0,94.0,1950.0,Moreland,-37.7242,144.9424,Northern Metropolitan,7485.0
8220,Pascoe Vale,10/43 Arndt Rd,2,u,427500.0,S,hockingstuart,20/05/2017,9.9,3044.0,2.0,1.0,1.0,134.0,75.0,1988.0,Moreland,-37.7216,144.9292,Northern Metropolitan,7485.0
8224,Pascoe Vale,12 Irma Gr,3,h,1017500.0,S,Brad,22/04/2017,9.9,3044.0,3.0,1.0,1.0,620.0,,,Moreland,-37.7303,144.9445,Northern Metropolitan,7485.0
8228,Port Melbourne,281 Esplanade East,3,h,1400000.0,S,Marshall,6/05/2017,3.8,3207.0,3.0,3.0,0.0,92.0,105.0,1910.0,Port Phillip,-37.8368,144.9463,Southern Metropolitan,8648.0
8232,Port Melbourne,203 Station St,3,h,2400000.0,S,Greg,8/04/2017,3.8,3207.0,3.0,2.0,2.0,368.0,226.0,1880.0,Port Phillip,-37.8323,144.9463,Southern Metropolitan,8648.0
8236,Port Melbourne,108/40 Beach St,2,u,1110000.0,S,RT,29/04/2017,3.8,3207.0,2.0,2.0,1.0,0.0,,,Port Phillip,-37.8427,144.9378,Southern Metropolitan,8648.0
8240,Port Melbourne,205/15 Pickles St,2,u,600000.0,VB,hockingstuart,29/04/2017,3.8,3207.0,2.0,1.0,1.0,0.0,61.0,2005.0,Port Phillip,-37.8443,144.9442,Southern Metropolitan,8648.0
8244,Prahran,208/11 Hillingdon Pl,1,u,550000.0,S,Biggin,8/04/2017,4.5,3181.0,1.0,1.0,1.0,0.0,,1900.0,Stonnington,-37.8516,144.9943,Southern Metropolitan,7717.0
8248,Prahran,101/323 Dandenong Rd,2,u,690000.0,S,McGrath,20/05/2017,4.5,3181.0,2.0,2.0,2.0,1146.0,,,Stonnington,-37.8597,145.0093,Southern Metropolitan,7717.0
8252,Prahran,44 Spring St,1,h,860000.0,PI,hockingstuart,22/04/2017,4.5,3181.0,1.0,1.0,0.0,108.0,54.0,1905.0,Stonnington,-37.8508,145.0051,Southern Metropolitan,7717.0
8256,Preston,502/49 Plenty Rd,2,u,413000.0,SP,Raine,6/05/2017,8.8,3072.0,2.0,1.0,1.0,0.0,,2009.0,Darebin,-37.7499,145.0031,Northern Metropolitan,14577.0
8260,Preston,7 Leicester St,3,h,1121000.0,S,Barry,8/04/2017,8.8,3072.0,3.0,2.0,3.0,604.0,123.0,1925.0,Darebin,-37.7438,144.9971,Northern Metropolitan,14577.0
8264,Preston,125 Albert St,4,h,770000.0,S,Love,13/05/2017,8.8,3072.0,4.0,1.0,1.0,494.0,,,Darebin,-37.7386,145.0234,Northern Metropolitan,14577.0
8268,Preston,110 Raglan St,3,t,880000.0,S,Nelson,13/05/2017,8.8,3072.0,3.0,2.0,2.0,242.0,103.6,,Darebin,-37.7506,145.0185,Northern Metropolitan,14577.0
8272,Preston,21 Robeson St,4,h,1110000.0,S,Nelson,20/05/2017,8.8,3072.0,4.0,1.0,2.0,556.0,,1935.0,Darebin,-37.7489,144.9861,Northern Metropolitan,14577.0
8276,Preston,2 Bruce St,2,h,2300000.0,SP,McGrath,22/04/2017,8.8,3072.0,2.0,1.0,2.0,465.0,,,Darebin,-37.7424,145.0026,Northern Metropolitan,14577.0
8280,Preston,6 Adams St,3,h,690000.0,S,RW,29/04/2017,8.8,3072.0,3.0,1.0,2.0,581.0,90.0,1960.0,Darebin,-37.7536,145.0191,Northern Metropolitan,14577.0
8284,Preston,1/584 Murray Rd,2,u,560000.0,S,Nelson,29/04/2017,8.8,3072.0,2.0,1.0,2.0,196.0,,,Darebin,-37.7362,144.9885,Northern Metropolitan,14577.0
8288,Reservoir,2/144 Hickford St,3,u,615000.0,S,Barry,6/05/2017,11.2,3073.0,3.0,1.0,2.0,320.0,,,Darebin,-37.7018,145.0134,Northern Metropolitan,21650.0
8292,Reservoir,18 Zinnia St,3,h,595000.0,SP,Barry,6/05/2017,11.2,3073.0,3.0,1.0,1.0,490.0,116.0,1970.0,Darebin,-37.7152,144.9817,Northern Metropolitan,21650.0
8296,Reservoir,33 McMahon Rd,5,h,845000.0,S,RW,8/04/2017,11.2,3073.0,5.0,2.0,2.0,676.0,100.0,1960.0,Darebin,-37.7114,145.02100000000004,Northern Metropolitan,21650.0
8300,Reservoir,22 Wilson Bvd,3,h,610000.0,S,Barry,8/04/2017,11.2,3073.0,3.0,1.0,2.0,435.0,102.0,1960.0,Darebin,-37.7054,144.9945,Northern Metropolitan,21650.0
8304,Reservoir,72 Henty St,4,h,1150000.0,S,Barry,13/05/2017,11.2,3073.0,4.0,1.0,2.0,928.0,,,Darebin,-37.7179,144.9908,Northern Metropolitan,21650.0
8308,Reservoir,1/209 Purinuan Rd,2,t,652000.0,S,Nelson,13/05/2017,11.2,3073.0,2.0,2.0,2.0,254.0,93.0,2007.0,Darebin,-37.7071,145.0108,Northern Metropolitan,21650.0
8312,Reservoir,1/28 North Rd,3,t,741000.0,S,Barry,20/05/2017,11.2,3073.0,3.0,2.0,2.0,257.0,120.0,,Darebin,-37.7218,145.0231,Northern Metropolitan,21650.0
8316,Reservoir,42 Elinda Pl,2,u,395000.0,S,Stockdale,22/04/2017,11.2,3073.0,2.0,1.0,1.0,166.0,,1990.0,Darebin,-37.6986,145.024,Northern Metropolitan,21650.0
8320,Richmond,60 Gardner St,2,h,1110000.0,S,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,0.0,166.0,,,Yarra,-37.8172,145.0053,Northern Metropolitan,14949.0
8324,Richmond,118 Somerset St,3,h,1214000.0,S,Nelson,6/05/2017,2.6,3121.0,3.0,1.0,0.0,176.0,106.0,1900.0,Yarra,-37.8162,145.006,Northern Metropolitan,14949.0
8328,Richmond,307/18 Hull St,2,u,500000.0,VB,Jellis,8/04/2017,2.6,3121.0,2.0,1.0,1.0,0.0,,2012.0,Yarra,-37.8175,144.9974,Northern Metropolitan,14949.0
8332,Richmond,101/27 Dickmann St,2,u,690000.0,VB,hockingstuart,13/05/2017,2.6,3121.0,2.0,2.0,1.0,760.0,,2010.0,Yarra,-37.825,144.9976,Northern Metropolitan,14949.0
8336,Richmond,6/323 Church St,3,t,1052000.0,S,Jellis,20/05/2017,2.6,3121.0,3.0,1.0,2.0,0.0,100.0,2010.0,Yarra,-37.8221,144.9988,Northern Metropolitan,14949.0
8340,Richmond,30 Corsair St,2,h,1210000.0,S,Jellis,29/04/2017,2.6,3121.0,2.0,1.0,0.0,178.0,,,Yarra,-37.8226,145.0064,Northern Metropolitan,14949.0
8344,Rosanna,34 Haughton Pde,4,h,1150000.0,SP,Miles,13/05/2017,11.4,3084.0,4.0,1.0,2.0,672.0,,,Banyule,-37.7438,145.0769,Eastern Metropolitan,3540.0
8348,Seddon,199 Buckley St,2,h,665000.0,PI,Village,13/05/2017,6.6,3011.0,2.0,1.0,0.0,269.0,80.0,1900.0,Maribyrnong,-37.8026,144.8882,Western Metropolitan,2417.0
8352,Seddon,68 Windsor St,2,h,785000.0,S,hockingstuart,20/05/2017,6.6,3011.0,2.0,1.0,1.0,116.0,,,Maribyrnong,-37.8046,144.891,Western Metropolitan,2417.0
8356,South Melbourne,5 Park Pl,2,u,650000.0,VB,hockingstuart,8/04/2017,2.1,3205.0,2.0,1.0,0.0,438.0,2.0,1900.0,Port Phillip,-37.8353,144.9599,Southern Metropolitan,5943.0
8360,South Melbourne,55 Cobden St,2,h,1024000.0,S,Williams,22/04/2017,2.1,3205.0,2.0,1.0,0.0,102.0,,1880.0,Port Phillip,-37.8355,144.9675,Southern Metropolitan,5943.0
8364,South Yarra,6/38 Chambers St,3,u,1320000.0,S,RT,6/05/2017,3.3,3141.0,3.0,2.0,2.0,15.0,15.0,,Stonnington,-37.8398,144.9945,Southern Metropolitan,14887.0
8368,South Yarra,10/14 Cromwell Rd,2,u,499000.0,S,hockingstuart,8/04/2017,3.3,3141.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8452,145.0001,Southern Metropolitan,14887.0
8372,South Yarra,30/30 Murphy St,2,u,615000.0,S,hockingstuart,13/05/2017,3.3,3141.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.837,144.9907,Southern Metropolitan,14887.0
8376,South Yarra,26 Howitt St,2,u,851000.0,S,Biggin,20/05/2017,3.3,3141.0,2.0,1.0,1.0,284.0,,,Stonnington,-37.8471,145.0019,Southern Metropolitan,14887.0
8380,South Yarra,5/9 Rockley Rd,2,u,792500.0,S,Jellis,22/04/2017,3.3,3141.0,2.0,1.0,1.0,0.0,106.0,1970.0,Stonnington,-37.8383,144.9995,Southern Metropolitan,14887.0
8384,St Kilda,5/18 Barkly St,1,u,346000.0,SP,Buxton,6/05/2017,6.1,3182.0,1.0,1.0,1.0,678.0,,,Port Phillip,-37.8585,144.983,Southern Metropolitan,13240.0
8388,St Kilda,22/14 Crimea St,1,u,350000.0,VB,hockingstuart,8/04/2017,6.1,3182.0,1.0,1.0,1.0,1236.0,,1968.0,Port Phillip,-37.8585,144.9884,Southern Metropolitan,13240.0
8392,St Kilda,25 Fawkner St,2,h,1440000.0,S,Marshall,13/05/2017,6.1,3182.0,2.0,1.0,2.0,194.0,112.0,1890.0,Port Phillip,-37.8658,144.9795,Southern Metropolitan,13240.0
8396,St Kilda,11/74 Barkly St,2,u,902000.0,S,McGrath,29/04/2017,6.1,3182.0,2.0,1.0,1.0,18.0,,,Port Phillip,-37.8624,144.9823,Southern Metropolitan,13240.0
8400,St Kilda,35 Wordsworth St,4,h,2260000.0,S,McGrath,29/04/2017,6.1,3182.0,4.0,2.0,1.0,297.0,,,Port Phillip,-37.8729,144.9794,Southern Metropolitan,13240.0
8404,Strathmore,186 Mascoma St,5,h,910000.0,SP,Brad,8/04/2017,9.7,3041.0,5.0,2.0,2.0,533.0,204.0,1965.0,Moonee Valley,-37.7189,144.9044,Western Metropolitan,3284.0
8408,Sunshine,54 Ardoyne St,3,h,940000.0,S,Douglas,6/05/2017,12.6,3020.0,3.0,2.0,2.0,572.0,190.0,1950.0,Brimbank,-37.7966,144.8256,Western Metropolitan,3755.0
8412,Sunshine,2 Colin St,4,h,990000.0,S,FN,8/04/2017,12.6,3020.0,4.0,1.0,6.0,654.0,189.0,1950.0,Brimbank,-37.7803,144.8415,Western Metropolitan,3755.0
8416,Sunshine,69 Duke St,3,h,710000.0,S,Village,29/04/2017,12.6,3020.0,3.0,1.0,0.0,483.0,93.84,1950.0,Brimbank,-37.7875,144.8456,Western Metropolitan,3755.0
8420,Sunshine North,25 Lincoln St,3,h,830000.0,S,Douglas,6/05/2017,13.3,3020.0,3.0,1.0,2.0,608.0,,,Brimbank,-37.7743,144.8446,Western Metropolitan,4217.0
8424,Sunshine North,90 McIntyre Rd,3,h,490000.0,PI,Douglas,29/04/2017,13.3,3020.0,3.0,1.0,1.0,546.0,145.0,1960.0,Brimbank,-37.7676,144.8307,Western Metropolitan,4217.0
8428,Sunshine West,27 Warmington Rd,3,h,530000.0,S,Barry,8/04/2017,13.5,3020.0,3.0,1.0,1.0,573.0,119.0,1970.0,Brimbank,-37.8017,144.8258,Western Metropolitan,6763.0
8432,Sunshine West,100 Links St,3,h,571000.0,S,GL,29/04/2017,13.5,3020.0,3.0,1.0,1.0,757.0,100.0,1950.0,Brimbank,-37.7845,144.8088,Western Metropolitan,6763.0
8436,Surrey Hills,61 Broughton Rd,3,h,1525000.0,S,Fletchers,13/05/2017,11.2,3127.0,3.0,2.0,2.0,347.0,195.0,2013.0,Whitehorse,-37.8323,145.105,Southern Metropolitan,5457.0
8440,Surrey Hills,26 Everton Gr,4,h,1490000.0,S,Noel,20/05/2017,11.2,3127.0,4.0,1.0,4.0,605.0,,,Whitehorse,-37.8292,145.1053,Southern Metropolitan,5457.0
8444,Templestowe Lower,2/92 Foote St,3,t,940000.0,PI,Jellis,6/05/2017,13.8,3107.0,3.0,2.0,3.0,281.0,,2011.0,Manningham,-37.7586,145.1211,Eastern Metropolitan,5420.0
8448,Templestowe Lower,5 Fran Ct,4,h,1181000.0,SP,Parkes,13/05/2017,13.8,3107.0,4.0,2.0,2.0,805.0,,,Manningham,-37.7565,145.1067,Eastern Metropolitan,5420.0
8452,Templestowe Lower,11 Airdrie Ct,5,h,1775000.0,S,Jellis,29/04/2017,13.8,3107.0,5.0,4.0,2.0,501.0,,,Manningham,-37.762,145.1244,Eastern Metropolitan,5420.0
8456,Thornbury,145 Shaftesbury Pde,3,h,1195000.0,S,Love,8/04/2017,6.5,3071.0,3.0,1.0,2.0,463.0,131.0,1930.0,Darebin,-37.7593,144.9885,Northern Metropolitan,8870.0
8460,Thornbury,107 Hutton St,3,h,1100000.0,PI,Woodards,13/05/2017,6.5,3071.0,3.0,2.0,1.0,359.0,,,Darebin,-37.7551,144.9916,Northern Metropolitan,8870.0
8464,Thornbury,35D Clapham St,3,h,1346000.0,S,Nelson,20/05/2017,6.5,3071.0,3.0,2.0,2.0,349.0,130.0,1918.0,Darebin,-37.7544,144.998,Northern Metropolitan,8870.0
8468,Thornbury,140 Dundas St,2,h,915000.0,S,Love,22/04/2017,6.5,3071.0,2.0,1.0,1.0,502.0,,,Darebin,-37.7541,145.016,Northern Metropolitan,8870.0
8472,Thornbury,5 Shaftesbury Pde,2,h,1260000.0,S,Nelson,29/04/2017,6.5,3071.0,2.0,1.0,0.0,317.0,96.0,1910.0,Darebin,-37.7606,144.9995,Northern Metropolitan,8870.0
8476,Viewbank,6 Dawn Ct,4,h,1003000.0,S,Nelson,20/05/2017,13.8,3084.0,4.0,2.0,2.0,619.0,,,Banyule,-37.7355,145.0928,Eastern Metropolitan,2698.0
8480,Watsonia,12 Black St,4,h,952000.0,S,Barry,8/04/2017,14.9,3087.0,4.0,2.0,2.0,729.0,,,Banyule,-37.711,145.08100000000005,Northern Metropolitan,2329.0
8484,Watsonia,5 Daours Ct,4,h,932500.0,S,Miles,22/04/2017,14.9,3087.0,4.0,2.0,2.0,585.0,180.0,1950.0,Banyule,-37.7154,145.0777,Northern Metropolitan,2329.0
8488,West Footscray,6/350 Somerville Rd,2,h,502000.0,S,Sweeney,6/05/2017,8.2,3012.0,2.0,1.0,1.0,2701.0,79.0,2011.0,Maribyrnong,-37.8109,144.8684,Western Metropolitan,5058.0
8492,West Footscray,17/24 Dongola Rd,3,t,815000.0,S,McGrath,8/04/2017,8.2,3012.0,3.0,1.0,2.0,203.0,3.0,,Maribyrnong,-37.7928,144.8811,Western Metropolitan,5058.0
8496,West Footscray,16 Dove St,3,h,900000.0,S,hockingstuart,20/05/2017,8.2,3012.0,3.0,1.0,0.0,218.0,,,Maribyrnong,-37.7963,144.8801,Western Metropolitan,5058.0
8500,West Footscray,106 Summerhill Rd,3,h,1040000.0,S,Jas,20/05/2017,8.2,3012.0,3.0,1.0,1.0,330.0,,,Maribyrnong,-37.7961,144.8815,Western Metropolitan,5058.0
8504,West Footscray,8/132 Rupert St,1,u,185000.0,PI,Jas,29/04/2017,8.2,3012.0,1.0,1.0,1.0,0.0,,,Maribyrnong,-37.798,144.8672,Western Metropolitan,5058.0
8508,Williamstown,2/77 Dover Rd,2,u,543000.0,S,Williams,8/04/2017,8.0,3016.0,2.0,1.0,1.0,0.0,78.0,1974.0,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380.0
8512,Williamstown,10 Crofton Dr,5,h,2040000.0,S,Greg,13/05/2017,8.0,3016.0,5.0,3.0,2.0,531.0,288.0,1997.0,Hobsons Bay,-37.8629,144.8781,Western Metropolitan,6380.0
8516,Williamstown,12/53 Morris St,2,u,550000.0,SP,Williams,22/04/2017,8.0,3016.0,2.0,1.0,2.0,0.0,65.0,1990.0,Hobsons Bay,-37.8685,144.9058,Western Metropolitan,6380.0
8520,Williamstown,15 Kingshott Cl,4,h,1500000.0,VB,Greg,29/04/2017,8.0,3016.0,4.0,3.0,2.0,450.0,,,Hobsons Bay,-37.8617,144.8786,Western Metropolitan,6380.0
8524,Yarraville,92 Simpson St,2,h,950000.0,SP,Village,6/05/2017,7.0,3013.0,2.0,1.0,0.0,94.0,,,Maribyrnong,-37.8167,144.888,Western Metropolitan,6543.0
8528,Yarraville,54 Tongue St,4,h,2035000.0,S,Jas,8/04/2017,7.0,3013.0,4.0,2.0,0.0,607.0,201.0,1890.0,Maribyrnong,-37.8128,144.8905,Western Metropolitan,6543.0
8532,Yarraville,2/150 Hyde St,2,u,650000.0,SP,Jas,13/05/2017,7.0,3013.0,2.0,2.0,2.0,0.0,92.0,1985.0,Maribyrnong,-37.8161,144.8967,Western Metropolitan,6543.0
8536,Yarraville,26 Buninyong St,3,h,1370000.0,S,Greg,20/05/2017,7.0,3013.0,3.0,2.0,2.0,389.0,,,Maribyrnong,-37.8181,144.8882,Western Metropolitan,6543.0
8540,Yarraville,2/10 Schild St,2,u,497600.0,SP,Jas,20/05/2017,7.0,3013.0,2.0,1.0,1.0,0.0,,,Maribyrnong,-37.8167,144.8936,Western Metropolitan,6543.0
8544,Yarraville,2C Castlemaine St,3,h,1425000.0,PI,Jas,29/04/2017,7.0,3013.0,3.0,3.0,2.0,305.0,220.0,2007.0,Maribyrnong,-37.8149,144.8942,Western Metropolitan,6543.0
8548,Yarraville,10 Salisbury St,3,h,950000.0,S,Sweeney,29/04/2017,7.0,3013.0,3.0,2.0,2.0,287.0,210.68,2002.0,Maribyrnong,-37.8233,144.8825,Western Metropolitan,6543.0
8552,Abbotsford,198 Gipps St,2,h,1242000.0,S,Nelson,29/04/2017,2.5,3067.0,2.0,1.0,1.0,249.0,98.0,1940.0,Yarra,-37.8052,144.9963,Northern Metropolitan,4019.0
8556,Airport West,25 Clydesdale Rd,3,h,985000.0,S,McDonald,29/04/2017,13.5,3042.0,3.0,1.0,1.0,841.0,,,Moonee Valley,-37.7251,144.8785,Western Metropolitan,3464.0
8560,Albion,1/141 Anderson Rd,2,u,420000.0,S,Bells,13/05/2017,13.9,3020.0,2.0,1.0,1.0,192.0,88.0,1970.0,Brimbank,-37.7832,144.8275,Western Metropolitan,2185.0
8564,Albion,67 Norwood St,3,h,621000.0,S,hockingstuart,20/05/2017,13.9,3020.0,3.0,1.0,3.0,547.0,140.0,,Brimbank,-37.7765,144.8123,Western Metropolitan,2185.0
8568,Altona,2/214 Queen St,2,t,600000.0,SP,hockingstuart,20/05/2017,13.8,3018.0,2.0,1.0,2.0,190.0,,,Hobsons Bay,-37.8718,144.819,Western Metropolitan,5301.0
